id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham
15054,2646,xài ok lắm xài mê_giá nữa,1/3/2022,7:51,5,422203300
15055,3690,hơi ổn không_mùi thấm mát_giá tương_đổi ổn,28/05/2023,15:04,5,256700012
15057,2445,sản_phẩm_chất giá hạt cảm tuyệt_vời đầu sử_dụng miếng đắp thử căng mượt hôm rửa mặt_tông trắng_sắng hẳn thích lắm luôn tiếp_tục,27/07/2020,7:54,5,308500037
15058,2021,tư_vấn nhiệt_tình nâng tông nhẹ chống nắng tốt đi_đi học không_cảm_sạm đi nhiều,20/11/2022,16:41,5,249500027
15059,2893,sản_phẩm derladie tặng sample không_cảm nhiều tuần cảm_quan ẩm tốt kiềm dầu thích toner lắm không_bí_mát ẩm nữa,21/01/2021,16:32,5,377400002
15060,1408,màng bọc nhựa nắp không_mùi nồng_bsi,11/1/2024,19:37,3,293500006
15061,2439,ưng mặt_nạ hiệu_rệt chăm_xông mặt đắp mặt_nạ tuần,2/11/2020,14:47,5,422205162
15062,2608,kcn nâng tone nhẹ sài không_mụn ẩn_mướt không_mặt,17/05/2024,12:33,5,248700035
15063,2020,chống nắng hà_review kiểu thiên_khô ổn mẫn_cảm mùi hương,20/11/2022,16:47,5,422203145
15064,3232,mặt_nạ ẩm_chất đắp nhạy_cảm không_kích_ứng lại,1/7/2023,21:29,5,365000012
15065,1794,giám_đau mụn viêm mụn không_nhân_mụn sử_dụng tuần không_độ,12/7/2020,10:15,5,204100023
15066,2284,ổn,14/02/2024,15:17,5,100150058
15067,2306,được,22/12/2016,15:09,5,204000059
15068,792,tắm sạch nhẹ_thể rửa mặt khô,4/4/2021,2:23,5,204900159
15069,306,xài,20/07/2023,14:10,5,201100040
15070,1279,chân shop hàng nhân_viên,23/01/2022,6:49,5,204900005
15071,4426,chồng sài mặt đỡ bết dầu hẳn chồng thích giá tốt sản_phẩm,14/05/2024,11:55,5,335100004
15074,1216,chống nắng dạng lỏng_tán mặt mỏng mịn cảm_giác nhẹ_tích chứa hơi ít,18/01/2021,9:56,5,249500007
15075,2914,thấm kiềm dầu tốt còn dạng pum_vệ nữa,14/03/2021,10:17,5,204100003
15078,423,xài phủng phê nhẹ_nhàng,14/10/2022,20:26,5,422208972
15080,2335,sử_dụng_dàng thoải_mái thư giãn độ,2/5/2023,17:21,5,308500018
15081,2383,sử_dụng_dàng thoải_mái thư giãn độ,29/04/2023,12:10,5,308500018
15082,2070,mụn chống nắng,9/4/2021,14:37,5,249500019
15083,161,tẩy sạch không_mắt bọt tẩy không_rát tiết_kiệm tẩy hơn tổng_quan_chắn lại,20/01/2023,10:26,5,422211446
15084,1413,mềm,17/04/2023,11:13,5,293500006
15085,135,phục_hồi,22/10/2024,6:08,5,422217971
15086,3044,dầu mụn_cảm không_cải_thiện lắm sử_dụng cảm thất_vọng beauty review tốt lắm thể,23/06/2019,17:57,2,343700002
15087,1167,bảo thời_hiệu đẹp xài ổn_áp lắm tầm tuần bắt đàu mịn mờ thâm_mụn mụn luôn,17/11/2022,10:42,5,422208181
15089,140,mask không_thẩm_thấu dưỡng hơi dày thử mask tràm trà naruko hơn,4/6/2023,21:15,5,422203182
15091,1027,đỉnh vô mát,1/5/2023,20:04,5,422200236
15092,494,sử_dụng hình_lô sản_xuất không_mỏng dày,11/12/2022,0:30,4,422203776
15093,2433,xài mặt mát_mẻ lắm dịu nhẹ tốt,11/3/2021,10:49,4,308500037
15094,1457,xài hợp_xài đánh_giá quan không_mùi thơm_mặt bọt_rửa sạch không_khô căng xài hồi mụn ẩn_trán má bây_xài mụn dần luôn,5/7/2022,0:05,5,422206537
15095,1429,srm sử_dụng dịu nhẹ không_bọt cảm_giác sạch sử_dụng đi liễu_sĩ kê srm sử_dụng luôn cảm_giác thích lắm giá không_đắt tháng dự í đầu trải_nghiệm,23/10/2020,11:05,5,293500043
15096,4022,hada labo xài hơi dưỡng_ẩm tốt mềm,31/05/2021,23:27,5,422207023
15097,2477,xài mùi thơm_tông màu_nhiên_nhiên kcn chảy nắp chảy đau_ví lắm người,5/8/2022,5:10,4,422211997
15098,1111,tẩy tốt không_mùi không_màu dịu nhẹ không_châm chích khô nhạy_cảm xài êm lắm xài chống nắng lông_mày tô trôi_hài xài lắm,7/8/2022,23:57,5,422204884
15099,3534,kcn chân thích cực không_bóng nhờn rít mặt không_nâng toner mùi thơm nữa,12/1/2022,8:40,5,201600072
15100,217,cảm_giác hơi râm_dưỡng ẩm tốt rẻ,10/3/2022,21:30,4,100230026
15101,139,hadalabo nắp trắng_gợi loreal mê_giây,7/6/2023,10:27,5,422206648
15102,2886,đắp ẩm_cực đỉnh,26/01/2021,17:23,5,422201092
15103,2270,sản_phẩm nâng tone tốt bết rít dính đt kèm bột phấn_phủ lớp finish đẹp hơn,4/4/2024,0:05,4,422208156
15104,494,sản_phẩm bàn_vón đeo_khẩu cảm_rửa mặt liền,11/12/2022,0:28,4,422216416
15105,1470,trắng mịn xài đẹp rẻ khuyết_nhẹ ổn dầu trắng lắm khuyết_xài tạm ổn hợp,8/4/2021,21:13,5,223600034
15106,730,dầu mụn sài màu hợp chê nhân_viên,23/03/2023,10:11,5,100230057
15107,777,ổn,24/11/2021,9:01,5,245500002
15108,2374,sản_phẩm tốt,29/04/2023,18:05,5,422202253
15109,2391,sử_dụng_dàng thoải_mái thư giãn độ,28/04/2023,13:12,5,308500004
15110,668,thích hasaki sản_phẩm tẩy,4/5/2023,19:35,5,100230057
15111,694,mùi hương_mát giá_thành ổn,29/04/2023,10:45,5,204100054
15112,2739,không_vón_cục bết dính serum_dưỡng kcn chỗ thấm chỗ vón kiểu khô tróc vãy cố_gắng tán kcn tone màu nhẹ thẩm_thấu khô_thoáng không_nhờn_xíu bóng không_mấy kcn tone trắng nhiều mụn viêm tư_vấn kcn,6/12/2022,7:51,3,422211276
15113,1353,dầu,7/9/2022,12:30,5,422210784
15114,552,mịn_màng căng bóng,4/12/2022,9:01,5,100210023
15115,1199,đỉnh chất lỏng sữa xài êm khả_năng kiềm kháng cực tốt quên bôi kcn tầm mặt thành_nguyên chảo dầu kết kcn chân luôn kiềm dầu_tối không_điêu đầu hơi bóng bóng tầm bắt_đầu set lớp chất mỏng không_bí không_mụn luôn phân vân_dạn liền không_hối_hận yêu,11/1/2022,22:20,5,249500007
15116,2387,mùi hương_mát giá_thành ổn,28/04/2023,15:54,5,204100019
15117,1134,sản_phẩm tuỵt_rửa rát_rửa kích_ứng ngứa không_hợp,3/12/2021,11:15,2,422210980
15118,1088,vô_tình không_trộm_vía sạch nhẹ_mặt lắm trời mùi trà hỗn_hợp mát_mát bọt mịn rửa đỡ căng khô mìn thiên_dầu ẻm hơi flop không_review trừ giá ẻm hơi_bì lắm hãng màu nhựa,12/5/2023,12:17,4,343100041
15119,1972,tạm,23/09/2024,13:43,3,422207413
15120,1090,hàng đóng_gói sản_phẩm ủng_hộ shop tiếp,28/10/2021,9:28,5,422211183
15121,324,dịch_vụ chậm sản_phẩm,26/04/2023,12:40,2,422208974
15123,3328,chất không_nổi_bật,16/05/2023,10:57,3,308500015
15124,1522,cực đề_cử mê ẻm xài ẻm chắn đi ẻm đời độ lành_cực sạch dịu nhẹ,3/8/2020,0:32,5,377400001
15127,795,xài dầu đại_học xài,29/11/2022,23:28,5,422207413
15128,494,sản_phẩm phù_hợp dầu sạch mùi không_thích lắm tốt,11/12/2022,0:18,4,204900004
15129,2285,cảm_độ bọt tốt ẩm_mượt mùi hương thơm giá tốt cành thích sản_phẩm,9/11/2023,20:15,5,422211389
15130,494,sản_phẩm không_tệ lắm,30/06/2019,14:12,2,248700076
15131,4385,xài tốt nhẹ dịu mắt môi_xài không_kích_ứng mắt tẩy sạch lắm tiếp_tục lại,23/02/2018,0:38,4,100750038
15132,1305,lọ không_thần_thánh tùy_địa không_pít thiên_dầu chỗ không_mụn nổi mụn không_hề đẹp_biệt,5/4/2022,0:15,4,253900004
15133,1621,sài kcn đắt rẻ ưng nâng tone nhẹ_tán tiếng hơi bóng dầu nhẹ,26/01/2022,20:48,5,249500027
15134,3638,sản_phẩm bình dịch_vụ,31/12/2020,12:30,2,224100007
15135,117,ưng mặt_nạ í mụn xưng đắp xẹp đi hẳn xài hộp chuẩn hộp thứ,6/4/2021,23:17,5,422202253
15136,547,xài roài không_chê_xài tối vòng lận xài nửa đỏ ngứa mụn xài kết_hợp lrp kết_hợp sản_phẩm uống học tình_trạng khỏe nhiều,11/10/2022,14:19,5,422211878
15137,60,toner dưỡng ẩm tốt máu khô thấm,30/04/2022,23:15,5,318900011
15138,262,hài sản_phẩm,15/07/2021,21:58,4,422202362
15139,1176,dầu mụn_ổn không_mụn không_nâng tông chống nắng_vẻ kém,22/08/2022,19:46,3,249500007
15140,443,sử_dụng_dàng thoải_mái thư giãn độ,29/04/2023,17:06,5,422205164
15141,2437,mask thích luôn đắp sờ vô căng mướt cực mịn luôn,10/11/2020,20:51,5,308500013
15142,731,kiểu tiền xài tẩy hàng hơi,4/3/2023,19:08,5,200400004
15143,690,sử_dụng_dàng thoải_mái thư,30/04/2023,10:08,5,422205163
15144,412,sản_phẩm tốt,9/4/2023,21:50,5,422208975
15145,793,siêu_đỉnh nhạy_cảm_sài không_kích_ứng nhe_tẩy sạch cực dịu nhẹ_tẩy mắt,11/3/2021,14:06,5,100230057
15146,1248,tạm sơ lắm dể rách,30/05/2023,13:04,4,422212333
15147,3939,sản_phẩm lỗi không_thể,26/10/2024,11:10,1,308500004
15148,265,giá rẻ shope tặng,10/7/2021,17:40,5,422204259
15149,140,tẩy sạch mắt môi không_kích_ứng người,4/6/2023,19:19,5,422211446
15150,1151,cửa_hàng tặng mẫu xài êm cảm_giác xài,18/12/2022,12:08,5,422207423
15151,2641,bịch lâm_lun dập viền không_xơ_mịn êm,3/8/2022,6:44,5,422203301
15152,53,xài êm trộm_vía ẩm_aply,18/08/2022,13:30,5,318900011
15153,327,dịu nhẹ lưu không_cồn giá kcn xài,1/9/2020,15:22,5,205100146
15154,4090,tẩy tế_bào chết mặt ổn thơm,24/11/2023,11:35,5,422207812
15155,1084,màu hồng_sài thích lắm luôn,2/3/2022,22:39,5,422204910
15156,69,mùi hơi hắc dầu mụn_tẩy chết_độ bình_giá không_đòi được,16/11/2021,17:21,4,245500001
15157,2993,chất mỏng nhẹ thấm kiềm dầu tốt,24/08/2023,13:57,5,422209420
15158,1736,mùi,20/11/2023,9:27,5,100220009
15159,1158,kiềm dầu không_bết rít thấm nâng tông nhẹ,17/05/2024,11:05,5,422217292
15160,3682,không_xài thân tốt dưỡng chất đặc_biệt chất_liệu mặt_nạ cực mỏng nhẹ êm không_xơ_rát sản_phẩm khác,1/12/2022,1:59,5,422205808
15161,330,thấm mùi thơm nhẹ thích không_kích_ứng dầu mụn người,28/07/2020,9:41,5,377400002
15163,438,pb cũ,16/11/2023,10:04,5,204900013
15164,2087,thơm xài siêu_thích í_trừ nắp hơi đóng hasaki hàng hàng trưa trưa,20/06/2021,10:51,5,422202025
15165,1477,sản_phẩm xài ổn hơi khô xài kèm_dưỡng ẩm_xài lần,19/09/2021,19:35,5,422210784
15166,3392,sản_phẩm không_mô_tả,5/9/2020,0:30,1,422204259
15167,2410,lẽ không_review mặt_nạ siêu_đình không_chê,16/11/2022,13:52,5,308500037
15168,1728,hàng đóng_gói cẩn_thận chất miễn chê,20/11/2023,12:44,5,100240016
15170,1911,pel mặt tróc rát hôm mask smas_dưỡng centela cực_kì hài luôn giá sản_phẩm tiếp,23/05/2022,8:26,5,100210023
15171,130,kcn tẩy sạch mịn không_khô mỏng nhạy_cảm không_kích_ứng_giá,21/08/2023,11:30,5,205100146
15172,2251,giá rẻ xài,17/03/2023,22:01,5,371600007
15173,4113,tẩy chết mặt ổn thơm,18/11/2023,17:05,5,422207812
15174,2407,đắp khô không_rết cảm_giác chất thấm trọn ẩm_mướt nhẹ căng mịn_thể skincare,25/02/2023,21:26,4,422205164
15175,1210,kcn tốt shop_thiện hàng,14/06/2021,11:08,5,422215804
15176,740,sạch mụn đầu đen thứ,5/6/2024,16:17,5,422210957
15177,2399,sử_dụng_dàng thoải_mái thư giãn độ,27/04/2023,16:10,5,308500018
15178,333,tầm giá hồng ẩm khô_dầu mụn xài hồng_mịn hẳn sạch_trị mụn_hiệu mụn lặn đi sạch thông_thoáng thấm dầu đậm dầu_hồng,26/06/2020,19:36,5,205100136
15179,1933,chống nắng kiềm dầu nâng tông_nhiên,17/09/2021,12:26,5,249500028
15180,1068,tẩy sạch mkup nhẹ tầm mùi thơm mkup đậm tầm,18/05/2023,9:23,5,422220606
15181,1669,dầu chất đặc_thấm retinol kèm_dưỡng ẩm_phục_hồi tốt lại,22/12/2021,8:41,5,318900005
15182,1157,trộm_vía sài mát mịn_mặt tình_trạng mụn_xưng nhẹ sài ổn,30/05/2024,15:02,5,422216293
15183,1583,lờn thuốc í xài tuýp đầu lắm tuýp,1/12/2023,22:41,4,422208181
15184,1975,thấm nâng tông tiếng vón nhẹ rửa sạch không_chống không_bết mùi thơm_nhẹ phù_hợp bình không_kích_ứng,12/5/2023,9:54,4,422203145
15185,1342,mượt không_vệt trắng,15/01/2021,14:24,5,331300023
15186,3404,sản tốt hàng,10/9/2021,21:05,5,422203671
15187,1551,sử_dụng tầm tuần_hiệu trộm_vía mụn bôi serum_dưỡng_xíu căng bóng mịn_dưỡng ẩm không_đổ dầu review_chê cá_nhân tùy sử_dụng thử công_dụng ủng_hộ tiếp,22/06/2023,21:23,5,371600006
15188,3406,xài tốt ghiền đắp luôn đỡ mụn nhiều hơn mụn xài,17/07/2021,19:40,5,422204659
15189,1178,cửa_hàng thương kcn không_nâng tone_tán ổn,14/08/2022,8:41,5,249500013
15190,2320,sử_dụng_dàng thoải_mái thư giãn độ,4/5/2023,16:51,5,308500009
15191,975,sản_phẩm bọt htd nhạy_cảm không_kích_ứng nma không_hiệu quảng_cáo dầu không_mấy mụn sản_phẩm sạch đừng trông_chờ không_cá_nhân lá dòng phổ_biến ổn hơn,4/4/2023,8:01,4,422214147
15192,209,kuyen yếu chống nắng đừng kích_ứng lắm,30/03/2022,19:47,1,205100146
15193,2307,xài mặt_nạ mụn lắm,23/10/2024,10:23,5,422205162
15194,1067,tẩy chân không_nhiêu tẩy sạch,21/05/2023,13:17,5,422204904
15195,653,sản_phẩm_chất,12/12/2023,10:02,5,422216594
15196,1882,tạm ổn,25/02/2019,13:09,4,207300009
15197,803,thích phụ_vụ hasaki_gói hàng cẩn_thận hasaki thất_vọng hasaki giá hời hàng hãng,11/9/2020,13:27,5,200400004
15199,240,đóng hàg hàg chất,19/10/2021,10:19,5,205100137
15200,244,cực thích_hợp dầu đổ dầu thử_dưỡng rít ngr dậy bóng_loáng mặt sản_phẩm thích_hợp hằn mặt dầu hẳn thời đánh_giá tiếp,5/8/2021,22:49,5,422209663
15201,2683,mềm,15/02/2021,19:08,5,243300007
15202,692,mùi hương_mát giá_thành ổn,30/04/2023,16:23,5,422206537
15203,2057,xài tone lắm nâng tone nhẹ_nhàng đẹp tầm tiếng tone trôi quá,13/05/2022,0:27,4,249500027
15205,395,hàng đóng_gói cẩn_thận chất miễn chê,20/11/2023,18:47,5,100220035
15206,2313,sử_dụng_dàng thoải_mái thư giãn độ,4/5/2023,20:58,5,422205162
15207,717,tẩy chất phù_hợp giá tiền thích,19/04/2023,16:55,5,100230064
15208,269,sài kcn tuýt tuýt hasaki không_sản_phẩm mùi nồng lắm mùi hắc mũi bôi_thể nhánh nhân_viên test mùi không_tuýt sánh_sợ dính hàng fake quá,20/07/2022,0:04,1,422203145
15210,117,ưng mặt_nạ í mụn xưng đắp xẹp đi hẳn xài hộp chuẩn hộp thứ,6/4/2021,23:17,5,422205162
15211,35,sản_phẩm_hiệu cực_kì phù_hợp,17/04/2023,13:48,5,100230057
15213,3499,dầu mụn nhạy_cảm xài srm sử_dụng tẩy laroche posay nhạy_cảm xài srm cân svr cải_thiện nhiều,22/08/2022,14:22,5,225300001
15214,1497,thặc xịn,14/12/2019,3:38,5,204900128
15215,3579,đắp mụn đắp mịn,23/10/2024,8:36,5,358700005
15216,1131,hàng kèm quà tặng dưỡng_xài êm_mụn xài bí_mụn hơn,17/10/2024,13:50,5,422211240
15217,1945,tẩy chết mặt ổn thơm,17/11/2023,15:15,5,422207812
15218,2334,mùi hương_mát giá_thành ổn,2/5/2023,18:30,5,422206537
15219,1401,sản_phẩm mùi thơm thấm cảm_giác mịn,2/5/2021,14:54,5,422207826
15220,3929,sản_phẩm hợp khô,28/03/2024,14:32,5,422211119
15221,1867,sản_phẩm tốt,27/09/2021,21:42,5,224100009
15222,1400,xài không_tiếng thái_bì nữa,7/7/2021,15:39,4,422220469
15223,788,hàng hãng đàng_hoàng dầu hỗn_hợp xài lắm không_thiết_nhạy_cảm xài hãng,17/06/2021,9:42,5,200400003
15224,2892,tín_đồ yêu_thích sản_phẩm_dưỡng trắng hông đen nhỏ review chất_hiệu thử sơ_chút thông_sản_phẩm_dưỡng thương_hiệu dược mỹ_phẩm liquid nổi mảng trắng review đồ hãng thành tương_lọ serum glutathione dưỡng trắng kiểu lý thuyết_cảm_thích không_thích không_thích_lẽ nằm mùi hương kiểu không_hương_liệu mùi không_lắm không_không được mùi hết giá tiền không_học_viên_nhiên thể_tích bự cảm_chất ổn thấm không_nhờn_rít bóng dầu bề_mặt khô_thoáng cộng tuần cảm_biệt hẳn_tiết dầu mịn_độ căng bóng nhè nhè_nhiên hiệu phết dòng dưỡng trắng không_kén phù_hợp vơi hầu_trắng sáng,6/1/2021,16:46,5,358300001
15225,1285,tẩy sạch hơi rát nhẹ,14/06/2021,20:02,4,422216603
15227,3036,lành tính,2/10/2020,16:01,5,343700002
15228,3168,dòng miho ên dòng tròn êm_giá hơi_xí đi máy sạch tròn miho_kiến,25/12/2020,11:55,5,237800007
15229,3476,nghèo lại,21/05/2021,7:45,5,343100029
15230,1237,viền mỏng ceiba_xíu thấm_chất sản_phẩm lắm không_tốn_ngửi mùi kì_kì ngửi ceiba không_mùi không_ảnh_hưởng lắm,6/9/2023,0:55,5,422212333
15231,2156,giá rẻ êm_thích mùi dịu nhẹ cực,9/11/2022,16:44,5,211300002
15232,2643,tẩy thích rẻ_chất mềm không_dày xài thích tẩy đậm khác thử ghiền,28/06/2022,20:53,5,422203300
15233,1768,sử_dụng dưỡng_ẩm phù_hợp,10/8/2021,19:14,5,100220035
15234,3612,chồi thích lắm luôn tối ngủ bôi lớp dày rửa sạch_tẩy chết môi luôn rẻ chất thích lắm,23/04/2020,13:18,5,225200013
15235,3647,mùi sạch,28/11/2023,10:06,5,100220037
15236,3663,ổn,5/1/2022,17:34,5,100220037
15237,3274,thiên_dầu retinol vàng arbutin trắng suốt chất mask dày dặn_dưỡng chất căng mịn retinol ẩm_kiềm dầu tốt arbutin không_kích_ứng mụn không_mụn cũ giá rẻ chất thử,31/05/2023,1:05,5,422209634
15238,1369,hàng giả đừng không_liên_hệ hàng nhắn không_rep,12/9/2024,11:37,1,422200305
15239,2344,hương mát giá_thành ổn,1/5/2023,19:54,5,204100054
15240,1592,mụn ẩn_trán nốt mụn viêm trán má mụn thâm tốt,21/02/2023,22:00,5,327500002
15241,3769,căng mịn ẩm tốt_thoáng không_nhờn rít mãi đỉnh,16/01/2024,15:11,5,204100070
15242,2107,sử_dụng tháng sử_dụng đêm sử_dụng sản_phẩm mịn_lỗ chân lông nhỏ thấm hơi lâu,26/02/2021,20:08,5,318900002
15243,1871,rẻ xài_nhiên dày mỏng sớ mặt,19/10/2020,23:44,5,422203776
15244,2938,hàng mặt_nạ ưng thử công_dụng,24/04/2024,15:26,5,365000017
15245,2690,ẩm tác_dụng rệt lỗ chân lông kích_ứng dịu mụn,20/03/2021,21:33,4,345800001
15246,4063,sử_dụng tốt nhà,25/09/2024,17:40,5,248700105
15247,1202,sản_phẩm hỏng không,28/04/2022,18:36,1,253900006
15248,1979,kiềm dầu tốt nâng tone nhẹ,11/1/2023,7:34,5,422207413
15249,107,không_kích_ứng dịu nhẹ cảm_giác nhờn_đổi khác,6/10/2019,10:08,5,204900004
15250,565,hasaki hàng_chóng đội_ngũ tư_vấn thương_nhiệt_tình sản_phẩm_gói kĩ càng tưởng hàng yêu sản_phẩm tốt dầu kiềm dầu siêu_đỉnh cảm_giác thoải_mái aply tát sản_phẩm vón_cục tóm_cực siêu_thích sản_phẩm,7/2/2020,7:17,5,204900013
15251,1345,hỗn_hợp thiên_dầu mụn không_lắm thâm_lỗ chân lông xuyên kích_ứng mỹ_phẩm sản_phẩm tuần không_thần_thánh thở_phào ẩm_ổn không_chảo dầu không_rửa mặt serum lcl_xíu cảm_giác khỏe hằng ngày dịu nhẹ_độ căng nhẹ mùi hương không_tác_dụng mụn thử trọn sản_phẩm,12/8/2020,22:10,5,422211878
15253,622,dã_ưng,16/12/2021,21:19,5,207500007
15254,1021,sử_dụng_dàng thoải_mái thư giãn độ,2/5/2023,14:37,5,308500013
15255,140,kết tuýp rửa không_kiểu sạch kít ẩm không_toner cân nữa bổ rẻ,6/6/2023,23:03,5,211300007
15256,2378,sử_dụng mát_hiệu tuần sử,29/04/2023,16:07,5,308500013
15257,140,dịu mụn sưng đỏ cực tốt thử hộp luôn,19/09/2024,12:46,5,308500015
15258,2029,bì đẹp review thử,27/10/2022,11:50,5,422203145
15259,2589,màu nhẹ dịu không_kích_ứng bết thích luôn,21/03/2021,14:40,5,358300002
15260,1552,đắp mât mát,1/5/2023,22:48,5,422204659
15261,3293,bất_ngờ êm_dương luôn,12/11/2021,20:20,5,100230070
15262,1022,sử_dụng_dàng thoải_mái thư giãn độ,2/5/2023,15:07,5,308500004
15263,1580,xài trị mụn tốt xài cỡ xài nhiêu_trị mụn hàng ngoại không_xài đỡ mụn hẳn xưa mụn lộm cộm mặt đốm nổi trông thẩm_mỹ_hiệu tuýp nhiên không_trị thâm_hiệu sản_phẩm trị thâm,11/8/2024,21:13,5,422208181
15264,1477,sản_phẩm xài ổn hơi khô xài kèm_dưỡng ẩm_xài lần,19/09/2021,19:35,5,204900128
15265,190,tặng tẩy,4/8/2022,0:59,4,422211446
15266,1303,xài sản_phẩm không_tác_dụng đọc review_vẻ,13/06/2022,23:20,1,253900004
15267,1054,đỉnh,7/8/2024,1:46,5,422204904
15268,189,hasaki_cảm thích_hợp tẩy,4/8/2022,20:49,5,205100137
15269,2602,tốt tiết_kiệm tẩy khác,29/12/2016,1:41,5,100230069
15270,3653,mùi,22/11/2023,13:35,5,100220009
15271,2347,mùi hương_mát giá_thành ổn,1/5/2023,12:49,5,204100019
15272,624,rát mặt,17/11/2021,1:04,5,422203809
15273,1271,thương,2/4/2023,7:45,5,422207729
15274,2359,sử_dụng_dàng,30/04/2023,17:21,5,422205164
15275,709,sử_dụng_dàng thoải_mái thư giãn độ,28/04/2023,10:15,5,308500037
15276,2404,sử_dụng_dàng thoải_mái thư giãn độ,27/04/2023,12:54,5,308500009
15277,1154,xài mùi hắc xài đỏ cảm_giác châm chích rát xài cũ tưởng ngờ,7/11/2022,21:39,4,200900037
15278,3660,sản_phẩm phù_hợp boby mặt hạt thô cân_nhắc,21/11/2022,8:44,3,100220037
15279,686,mùi hương_mát thành ổn,30/04/2023,11:19,5,422206537
15280,2676,mỏng miếng dày không_mềm lắm xài rát mặt nhma giá rẻ,22/07/2021,13:32,4,422203809
15281,2028,ố nâng tông nhẹ_nhàng_nhiên thích_hợp đi học,14/11/2022,21:37,5,249500027
15282,115,trực_tiếp cửa_hàng tặng chống nắng,4/7/2024,14:26,5,422206648
15283,1059,tẩy sạch lắm trừ mắt lắm,25/02/2024,22:27,5,422204910
15284,1197,thời sản_phẩm phù_hợp làn dầu mụn sạch nhẹ_nhàng không_căng giúp mụn nửavs bớt đổ dầu dầu mụn,21/07/2021,13:01,5,422218283
15286,666,sản_phẩm tốt dùng,4/5/2023,20:31,5,100230056
15287,1745,chất bình không_đặc_biệt đợi,10/7/2022,11:16,2,308500013
15288,2206,khuyên í môi khô nứt_nhiêu đêm căng hồng_hào khô,2/5/2021,11:07,5,422218746
15289,3604,cực_kì thích mặt_nạ môi bôi dậy môi mịn luôn,3/8/2021,14:42,5,225200013
15290,1612,nghĩ,14/05/2022,10:55,5,327500002
15292,1376,sản_phẩm tốt không_bết thấm,30/12/2022,11:20,5,422200305
15293,358,cực nhạy_cảm kcn không_kích_ứng không_mắt kiềm dầu tốt trừ_tẩy,31/07/2021,19:15,4,213300094
15294,1375,hơi rác nóng hương_liệu mùi nồng,3/1/2023,15:12,4,422220469
15295,3698,thử,19/03/2023,22:07,4,201600182
15296,4120,tẩy chết mặt ổn thơm,18/11/2023,15:39,5,422207812
15297,410,sản_phẩm tốt mụn,11/4/2023,15:08,5,422208976
15298,1650,chất hơi đặc_thích hợp khô nhạy_cảm không_phù_hợp dầu,17/05/2023,9:48,4,318900005
15299,1616,sử_dụng mụn mụn ẩn_rệt,27/03/2022,10:22,5,422208181
15300,2451,mặt_nạ đầu sử_dụng sợ dị_ứng cười liều đắp thử ngờ,14/04/2020,22:13,5,422205162
15301,2288,không_lì không_không hiệu thấm nhờn rít,31/05/2022,14:38,4,223600032
15302,2868,tốt,25/05/2021,9:45,5,308500001
15303,1437,dầu rửa siêu_sạch không_đổ dầu,9/6/2024,7:29,5,204900004
15304,299,không_yêu_cầu,17/06/2021,20:17,2,422209636
15305,1809,xài không_đặc_biệt không_mụn xài treatment_kích ứng_xài ổn nốt mụn ẩm_tốn tươi_mịn kiểu xài kết_hợp dưỡng_lành đẹp kết_tức phù_hợp trì,8/9/2022,3:09,5,422202629
15306,2489,rữa sạch không_khô,9/11/2023,7:03,5,422206537
15307,1078,ganier dầu vàng hỗn_hợp thích sạch tẩy lưu_lớp nhẹ nhẹ ẩm_mượt rửa mặt,8/10/2022,16:03,5,422204904
15308,128,màu xám dầu tẩy sạch hơi nhớt tiếp_xúc nước,22/10/2023,15:21,4,205100146
15309,1377,mặt_nạ lạ_móc lớp đắp cằm nữa đắp,17/10/2024,19:39,5,308500015
15310,731,kiểu tiền xài tẩy hàng hơi,4/3/2023,19:08,5,100230064
15311,3426,tẩy tốt sạch makeup đậm_tẩy không_khô ráp_đầu không_sợ bọt_tẩy không_tổn_thương mê lắm,26/11/2020,11:04,5,377400001
15312,2332,sử_dụng_dàng thoải_mái thư giãn độ,2/5/2023,19:22,5,308500018
15313,724,sản_phẩm tốt tiếp_tục,12/4/2023,13:38,5,422204795
15314,3347,trắng tươi trẻ,5/12/2023,11:46,5,422205151
15315,694,sử_dụng_dàng thỏa mái thư giãn độ,29/04/2023,12:15,5,308500009
15316,2588,phù_hợp giá tiền thích nhiều,21/05/2021,9:12,5,365000014
15317,264,đóng_gói cẩn_thận hàng thời,12/7/2021,23:16,5,422204259
15319,485,oke tốt,2/2/2023,0:46,5,204900013
15320,2310,sử_dụng_dàng thoải_mái thư giãn độ,5/5/2023,10:06,5,308500004
15321,2379,sử_dụng_dàng thoải_mái thư giãn độ,29/04/2023,15:44,5,308500013
15322,79,xài thích lắm ẩm tốt hương_liệu không_kích_ứng ngược lắm,24/07/2021,14:04,5,318900011
15323,1157,sản_phẩm trộm_vía đắp mặt không_kích_ứng mặt_nạ mềm_đắp ôm khít mặt test đầu tác_dụng không_nma thiên_dầu,5/8/2024,9:57,5,422217972
15324,2752,dầu treatment_đô xài martiderm tuýp_xót tiền phát_hiện xài lắm finish đẹp chúa ghét kcn nâng tông nâng_tông cực kì_nhiên luôn giá martiderm chắn lại,12/6/2022,10:22,5,248700035
15325,2580,tẩy đỉnh đỉnh không_xơ_gòn dính mặt,3/10/2023,5:39,5,207500001
15326,1397,lắm không_mụn,23/03/2024,14:11,5,422206103
